ref_branch_code,material_nature_sum_desc,CV,seasonal_strength,residual_cv,length,CV_pct,Fs_pct,ResCV_pct,score,predictability_level
CAT_1012,CAT_004,0.6438054992330688,0.3434561521805538,0.5617949055513471,61,0.34423634924821944,0.22223687681350568,0.6591928251121076,41.936164600369295,low
CAT_1012,CAT_005,0.8794633963694867,0.5123367332423556,0.6706815126412328,59,0.7177525718807702,0.4840411500923239,0.7796096016882089,35.059351094697966,low
CAT_1012,CAT_007,0.7804948887782747,0.5579814711998958,0.5787159287432815,61,0.5884990767607492,0.5543392244790293,0.6817462410973358,44.99868108678449,low
CAT_1012,CAT_008,0.5154894312600626,0.4750336172018742,0.285942161492442,61,0.13940912687945134,0.42284357689264046,0.18346082827749935,67.66816143497758,medium
CAT_1012,CAT_009,0.8496434026226226,0.30804563474078894,0.554637331598409,61,0.6841202848852546,0.17778950145080455,0.6506198892112899,26.734370878396202,low
CAT_1012,CAT_010,0.5542845853330736,0.48255380599940123,0.30186503785232016,61,0.19493537325243998,0.43695594829860196,0.2094434186230546,65.49195462938539,medium
CAT_1018,CAT_001,0.8009315893411799,0.6484292976368781,0.7651520761360552,48,0.6192297546821419,0.6798997625956212,0.8423898707465048,45.57900290160908,low
CAT_1018,CAT_002,0.7038662397737077,0.825757137187584,0.3257836488750841,43,0.456080189923503,0.8691638090213664,0.2504616196254286,71.51411237140597,high
CAT_1018,CAT_003,0.7008546624465841,0.7578664328678771,0.3792367264073239,47,0.44895805855974674,0.8127143233975205,0.3487206541809549,67.57583750989185,medium
CAT_1018,CAT_004,0.7355623793527922,0.76911115001211,0.3484985068748489,44,0.5138485887628594,0.8233975204431548,0.29227116855710894,66.53653389606964,medium
CAT_1018,CAT_005,1.0724979629337625,0.20886685288432338,0.9518424761926576,45,0.8448958058559747,0.09008177261936165,0.9043787918754946,11.719862833025587,low
CAT_1018,CAT_007,0.8608876880490647,0.25599971869322435,0.6474608720157217,40,0.698232656291216,0.12635188604589817,0.7565286204167766,21.99419678185176,low
CAT_1018,CAT_008,0.8204026771391996,0.6797761731593519,0.6060308293145116,46,0.6477182801371669,0.7225006594566078,0.7181482458454234,48.62833025586917,low
CAT_1018,CAT_009,0.5690798443311609,0.5771963852556978,0.48623727301392766,41,0.21643365866525982,0.5857293590081772,0.5457662885782115,63.85650224215248,medium
CAT_1018,CAT_010,0.9935267462125018,0.6394450936841958,0.7894327966124728,46,0.80506462674756,0.6701398048008441,0.8532049591136903,37.538907939857566,low
CAT_1019,CAT_001,0.4520077428343418,0.5851735004631644,0.27149562058080606,62,0.06607755209707201,0.5969401213400158,0.16262199947243472,77.98206278026908,high
CAT_1019,CAT_002,0.6493548009231473,0.6627384078207935,0.4683974979076706,54,0.3525455025059351,0.7016618306515431,0.5133210234766552,63.69823265629122,medium
